Date,Open,High,Low,Close,Adj Close,Volume
2017-03-01,115.959999,116.120003,115.440002,115.580002,115.580002,3966
2017-03-02,115.879997,115.970001,115.629997,115.459999,115.459999,5214
2017-03-03,115.050003,115.050003,113.790001,113.839996,113.839996,1463
2017-03-06,113.919998,114.279999,113.800003,113.730003,113.730003,3512
2017-03-07,113.449997,113.610001,112.970001,112.940002,112.940002,2497
2017-03-08,112.769997,112.769997,112.160004,112.389999,112.389999,5058
2017-03-09,112.290001,112.290001,111.669998,111.580002,111.580002,2903
2017-03-10,110.449997,110.900002,110.400002,110.290001,110.290001,5485
2017-03-13,110.959999,111.120003,110.510002,110.860001,110.860001,2593
2017-03-14,110.800003,111.269997,110.800003,111.110001,111.110001,1370
2017-03-15,111.040001,111.070000,110.589996,110.720001,110.720001,2927
2017-03-16,112.400002,112.639999,112.000000,112.349998,112.349998,5924
2017-03-17,111.889999,112.500000,111.750000,112.169998,112.169998,1816
2017-03-20,112.440002,112.500000,112.290001,112.570000,112.570000,1118
2017-03-21,111.800003,112.849998,111.680000,112.790001,112.790001,1066
2017-03-22,113.199997,113.849998,113.029999,113.480003,113.480003,3550
2017-03-23,113.250000,114.010002,113.250000,113.180000,113.180000,1524
2017-03-24,113.389999,113.419998,112.809998,113.339996,113.339996,1396
2017-03-27,113.690002,113.730003,113.099998,112.919998,112.919998,591
2017-03-28,113.269997,113.699997,113.070000,113.559998,113.559998,1633
2017-03-29,113.779999,114.449997,113.779999,114.250000,114.250000,793
2017-03-30,114.449997,114.449997,114.010002,114.250000,114.250000,478
2017-03-31,114.120003,114.480003,114.000000,114.320000,114.320000,1757
2017-04-03,114.709999,115.180000,114.650002,115.379997,115.379997,957
2017-04-04,116.000000,116.209999,115.550003,115.570000,115.570000,1273
2017-04-05,115.500000,115.599998,114.500000,114.849998,114.849998,1268
2017-04-06,115.309998,115.709999,115.110001,115.169998,115.169998,759
2017-04-07,116.610001,117.000000,116.389999,116.900002,116.900002,1966
2017-04-10,116.360001,116.360001,115.540001,115.830002,115.830002,9438
2017-04-11,116.339996,117.610001,116.110001,117.610001,117.610001,6002
2017-04-12,117.900002,118.150002,117.580002,117.879997,117.879997,6060
2017-04-13,118.349998,118.959999,118.320000,118.510002,118.510002,3358
2017-04-18,118.010002,118.589996,117.750000,118.070000,118.070000,2515
2017-04-19,117.419998,117.660004,117.129997,117.220001,117.220001,425
2017-04-20,117.099998,117.099998,116.449997,116.720001,116.720001,2136
2017-04-21,117.000000,117.790001,116.949997,117.669998,117.669998,1614
2017-04-24,116.000000,116.000000,114.589996,115.150002,115.150002,2006
2017-04-25,114.849998,114.849998,114.019997,113.699997,113.699997,2125
2017-04-26,113.430000,114.000000,113.309998,113.889999,113.889999,959
2017-04-27,113.730003,114.330002,113.550003,114.190002,114.190002,947
2017-04-28,113.889999,114.099998,113.620003,114.059998,114.059998,5190
2017-05-02,116.000000,116.000000,112.449997,112.849998,112.849998,1685
2017-05-03,112.800003,112.800003,112.000000,112.099998,112.099998,538
2017-05-04,111.440002,111.639999,110.000000,110.110001,110.110001,3719
2017-05-05,110.309998,110.580002,109.699997,109.629997,109.629997,3046
2017-05-08,109.879997,110.680000,109.879997,110.279999,110.279999,2457
2017-05-09,110.269997,110.400002,109.430000,109.720001,109.720001,3097
2017-05-10,109.839996,110.500000,109.839996,110.180000,110.180000,2259
2017-05-11,110.000000,110.750000,110.000000,110.489998,110.489998,381
2017-05-12,110.980003,110.980003,110.419998,110.360001,110.360001,4721
2017-05-15,110.449997,110.519997,110.239998,110.129997,110.129997,3735
2017-05-16,110.120003,110.120003,109.250000,109.639999,109.639999,980
2017-05-17,109.940002,110.870003,109.769997,110.580002,110.580002,1879
2017-05-18,110.750000,111.379997,110.360001,110.510002,110.510002,4579
2017-05-19,110.209999,110.250000,109.699997,109.839996,109.839996,716
2017-05-22,109.930000,110.360001,109.570000,110.010002,110.010002,403
2017-05-23,109.830002,110.260002,109.830002,109.910004,109.910004,1954
2017-05-24,109.860001,109.930000,109.709999,109.919998,109.919998,438
2017-05-25,109.940002,109.940002,109.650002,109.839996,109.839996,908
2017-05-26,110.330002,111.180000,110.290001,111.199997,111.199997,532
2017-05-29,111.180000,111.290001,111.070000,111.190002,111.190002,789
2017-05-30,111.879997,111.879997,110.599998,110.790001,110.790001,1393
2017-05-31,110.699997,110.760002,110.470001,110.610001,110.610001,17284
2017-06-01,110.589996,110.620003,110.430000,110.580002,110.580002,1543
2017-06-02,110.269997,111.199997,110.269997,111.160004,111.160004,496
2017-06-05,111.300003,111.699997,111.300003,111.580002,111.580002,605
2017-06-06,112.349998,112.709999,112.309998,112.639999,112.639999,1163
2017-06-07,112.629997,112.820000,112.489998,112.669998,112.669998,726
2017-06-08,112.199997,112.199997,111.389999,111.419998,111.419998,2472
2017-06-09,111.529999,111.680000,110.959999,111.110001,111.110001,2678
2017-06-12,110.690002,110.839996,110.510002,110.769997,110.769997,1379
2017-06-13,110.489998,110.540001,110.250000,110.529999,110.529999,2199
2017-06-14,110.940002,111.309998,110.760002,111.010002,111.010002,5518
2017-06-15,110.480003,110.629997,110.099998,110.250000,110.250000,2441
2017-06-16,110.290001,110.320000,110.000000,109.949997,109.949997,2562
2017-06-19,109.709999,109.709999,109.419998,109.620003,109.620003,833
2017-06-20,109.629997,109.629997,109.180000,109.580002,109.580002,750
2017-06-21,109.820000,109.820000,109.309998,109.580002,109.580002,265
2017-06-22,109.989998,110.110001,109.800003,109.919998,109.919998,2546
2017-06-23,110.000000,110.279999,110.000000,109.970001,109.970001,1234
2017-06-26,109.660004,109.660004,108.360001,108.919998,108.919998,14069
2017-06-27,109.620003,109.620003,108.500000,108.290001,108.290001,1020
2017-06-28,107.949997,108.440002,107.599998,107.940002,107.940002,2242
2017-06-29,107.239998,107.330002,106.580002,106.739998,106.739998,2966
2017-06-30,106.800003,106.989998,106.599998,106.830002,106.830002,759
2017-07-03,106.349998,106.550003,105.699997,105.459999,105.459999,642
2017-07-04,105.699997,106.000000,105.610001,105.669998,105.669998,11896
2017-07-05,105.900002,105.900002,105.419998,105.730003,105.730003,1763
2017-07-06,105.900002,105.900002,105.199997,105.139999,105.139999,338
2017-07-07,104.879997,105.000000,104.099998,104.190002,104.190002,1951
2017-07-10,103.910004,104.559998,103.730003,104.489998,104.489998,5715
2017-07-11,104.370003,104.370003,103.800003,104.209999,104.209999,355
2017-07-12,104.260002,105.059998,104.099998,104.769997,104.769997,4157
2017-07-13,104.800003,105.349998,104.669998,104.809998,104.809998,5632
2017-07-14,104.550003,105.500000,104.550003,105.139999,105.139999,429
2017-07-17,105.220001,105.639999,105.220001,105.489998,105.489998,1270
2017-07-18,105.250000,105.250000,104.849998,105.139999,105.139999,475
2017-07-19,105.309998,105.660004,105.180000,105.589996,105.589996,1904
2017-07-20,105.400002,105.660004,105.059998,104.919998,104.919998,1038
2017-07-21,104.959999,105.410004,104.900002,105.230003,105.230003,330
2017-07-24,105.360001,105.900002,105.349998,105.730003,105.730003,1975
2017-07-25,105.650002,105.650002,104.849998,105.139999,105.139999,6310
2017-07-26,104.989998,105.300003,104.949997,105.139999,105.139999,566
2017-07-27,105.440002,105.860001,105.440002,105.709999,105.709999,1975
2017-07-28,105.379997,105.769997,105.250000,105.879997,105.879997,2746
2017-07-31,105.769997,106.000000,105.519997,105.489998,105.489998,452
2017-08-01,105.239998,105.400002,104.870003,105.709999,105.709999,2477
2017-08-02,104.980003,105.260002,104.750000,105.050003,105.050003,769
2017-08-03,104.290001,104.839996,104.169998,104.639999,104.639999,7096
2017-08-04,106.699997,106.699997,104.400002,104.750000,104.750000,1867
2017-08-07,104.440002,104.529999,104.320000,104.599998,104.599998,1285
2017-08-08,104.599998,104.900002,104.550003,104.690002,104.690002,7234
2017-08-09,106.610001,106.610001,105.669998,106.339996,106.339996,4291
2017-08-10,106.889999,107.680000,106.790001,107.300003,107.300003,5519
2017-08-11,107.349998,107.410004,106.400002,106.949997,106.949997,6990
2017-08-14,108.230003,108.230003,106.300003,106.779999,106.779999,2251
2017-08-16,106.220001,106.529999,106.050003,106.610001,106.610001,1003
2017-08-17,107.480003,107.669998,107.099998,107.230003,107.230003,1608
2017-08-18,107.830002,108.570000,107.680000,107.750000,107.750000,6790
2017-08-21,108.849998,108.849998,107.029999,107.019997,107.019997,3262
2017-08-22,106.699997,107.470001,106.699997,107.220001,107.220001,2994
2017-08-23,107.220001,107.220001,106.849998,106.839996,106.839996,3127
2017-08-24,106.879997,107.010002,106.750000,106.919998,106.919998,2305
2017-08-25,106.900002,107.169998,106.300003,106.580002,106.580002,2066
2017-08-28,106.489998,107.029999,106.430000,106.959999,106.959999,2549
2017-08-29,107.580002,107.830002,107.300003,107.339996,107.339996,5462
2017-08-30,108.000000,108.000000,107.320000,107.639999,107.639999,3487
2017-08-31,107.650002,108.730003,107.629997,108.660004,108.660004,4495
2017-09-01,108.660004,109.199997,108.300003,109.099998,109.099998,11689
2017-09-04,109.199997,110.360001,109.199997,109.779999,109.779999,6870
2017-09-05,109.910004,110.000000,109.510002,109.919998,109.919998,4204
2017-09-06,110.000000,110.010002,109.750000,109.940002,109.940002,7239
2017-09-07,109.790001,110.000000,109.139999,109.820000,109.820000,8605
2017-09-08,109.980003,110.080002,109.500000,109.629997,109.629997,5087
2017-09-11,109.000000,109.169998,108.699997,109.099998,109.099998,2961
2017-09-12,108.589996,108.930000,108.580002,108.680000,108.680000,1235
2017-09-13,108.910004,109.080002,108.730003,108.839996,108.839996,979
2017-09-14,109.129997,109.269997,108.800003,109.290001,109.290001,3122
2017-09-15,108.980003,109.080002,108.099998,108.250000,108.250000,3469
2017-09-18,107.919998,108.000000,107.190002,107.180000,107.180000,3035
2017-09-19,106.830002,107.080002,106.760002,107.070000,107.070000,4208
2017-09-20,107.059998,107.339996,107.059998,107.139999,107.139999,977
2017-09-21,106.669998,106.669998,105.940002,106.080002,106.080002,608
2017-09-22,106.120003,106.169998,105.940002,106.019997,106.019997,2236
2017-09-25,106.309998,107.820000,106.199997,107.699997,107.699997,5524
2017-09-26,108.309998,108.389999,108.050003,108.279999,108.279999,3568
2017-09-27,107.680000,107.790001,107.199997,107.220001,107.220001,3496
2017-09-28,106.849998,106.849998,106.599998,106.769997,106.769997,289
2017-09-29,106.930000,107.050003,106.599998,106.480003,106.480003,626
2017-10-02,106.139999,106.370003,106.050003,106.309998,106.309998,738
2017-10-03,106.169998,106.169998,105.919998,106.070000,106.070000,1600
2017-10-04,106.290001,106.480003,106.120003,106.099998,106.099998,1642
2017-10-05,106.150002,106.610001,106.150002,106.589996,106.589996,5983
2017-10-06,106.239998,106.239998,105.599998,106.260002,106.260002,2692
2017-10-09,106.870003,106.919998,106.870003,106.910004,106.910004,35
2017-10-10,106.989998,107.279999,106.989998,107.139999,107.139999,133
2017-10-11,107.000000,107.000000,106.629997,106.480003,106.480003,1994
2017-10-12,107.099998,107.099998,106.919998,106.919998,106.919998,731
2017-10-13,107.519997,107.519997,107.110001,107.529999,107.529999,5435
2017-10-16,108.400002,108.470001,108.199997,108.160004,108.160004,1389
2017-10-17,107.480003,107.480003,107.089996,107.010002,107.010002,576
2017-10-18,106.860001,106.860001,106.500000,106.519997,106.519997,4045
2017-10-19,106.730003,106.730003,106.379997,106.620003,106.620003,1380
2017-10-20,106.489998,106.489998,106.199997,106.519997,106.519997,5515
2017-10-23,106.190002,106.410004,106.190002,106.239998,106.239998,1244
2017-10-24,106.730003,106.730003,106.139999,106.239998,106.239998,2267
2017-10-25,106.029999,106.029999,105.760002,105.870003,105.870003,4101
2017-10-26,106.080002,106.489998,105.879997,106.550003,106.550003,3840
2017-10-27,106.760002,107.239998,106.760002,107.459999,107.459999,291
2017-10-30,106.959999,107.410004,106.919998,107.599998,107.599998,955
2017-10-31,107.379997,107.379997,106.820000,106.790001,106.790001,6162
2017-11-01,107.349998,107.699997,107.269997,107.650002,107.650002,815
2017-11-02,107.400002,107.540001,107.050003,107.150002,107.150002,1534
2017-11-03,107.239998,107.410004,106.889999,106.940002,106.940002,1964
2017-11-06,107.000000,107.739998,107.000000,107.860001,107.860001,2070
2017-11-07,108.080002,108.150002,107.760002,107.849998,107.849998,577
2017-11-08,108.099998,108.699997,108.099998,108.739998,108.739998,1294
2017-11-09,108.389999,108.489998,108.120003,108.129997,108.129997,1411
2017-11-10,108.279999,108.279999,107.879997,107.220001,107.220001,394
2017-11-13,107.379997,107.500000,107.320000,107.419998,107.419998,247
2017-11-14,107.000000,107.000000,106.000000,106.510002,106.510002,1618
2017-11-15,106.230003,106.589996,106.070000,106.080002,106.080002,2713
2017-11-16,106.110001,106.519997,106.110001,106.459999,106.459999,578
2017-11-17,106.580002,106.989998,106.449997,106.959999,106.959999,1711
2017-11-20,106.970001,107.419998,106.970001,106.970001,106.970001,2030
2017-11-21,106.769997,107.070000,106.709999,107.010002,107.010002,1287
2017-11-22,106.930000,107.190002,106.930000,107.220001,107.220001,2648
2017-11-23,106.849998,107.050003,106.660004,106.730003,106.730003,1294
2017-11-24,106.470001,106.489998,105.620003,105.610001,105.610001,1843
2017-11-27,106.199997,106.370003,106.160004,106.519997,106.519997,665
2017-11-28,106.279999,106.730003,106.279999,106.709999,106.709999,2567
2017-11-29,106.919998,107.019997,106.000000,106.029999,106.029999,4089
2017-11-30,105.800003,106.250000,105.000000,105.059998,105.059998,6534
2017-12-01,104.680000,105.639999,104.680000,106.080002,106.080002,641
2017-12-04,105.059998,105.570000,105.059998,105.269997,105.269997,3748
2017-12-05,105.269997,105.330002,104.639999,104.629997,104.629997,1483
2017-12-06,105.000000,105.089996,104.830002,104.989998,104.989998,2767
2017-12-07,104.500000,104.500000,104.000000,104.040001,104.040001,2952
2017-12-08,103.919998,104.050003,103.919998,103.949997,103.949997,1430
2017-12-11,103.849998,103.849998,103.449997,103.349998,103.349998,4209
2017-12-12,103.440002,103.540001,103.349998,103.320000,103.320000,166
2017-12-13,103.519997,103.750000,103.419998,103.680000,103.680000,530
2017-12-14,103.860001,103.970001,103.800003,104.250000,104.250000,932
2017-12-15,104.400002,104.589996,104.360001,104.309998,104.309998,711
2017-12-18,104.449997,104.769997,104.389999,104.800003,104.800003,5004
2017-12-19,104.839996,104.839996,104.360001,104.449997,104.449997,2269
2017-12-20,104.480003,104.570000,104.339996,104.279999,104.279999,1289
2017-12-21,104.309998,104.459999,104.230003,104.410004,104.410004,30
2017-12-22,104.750000,105.059998,104.720001,105.339996,105.339996,1734
2017-12-27,105.910004,105.910004,105.580002,105.870003,105.870003,923
2017-12-28,106.190002,106.190002,105.940002,106.000000,106.000000,822
2017-12-29,106.500000,106.500000,105.930000,106.260002,106.260002,1965
2018-01-02,106.470001,109.000000,106.309998,106.660004,106.660004,4132
2018-01-03,106.809998,107.320000,106.809998,107.160004,107.160004,2223
2018-01-04,106.709999,106.720001,106.400002,106.980003,106.980003,530
2018-01-05,107.029999,107.320000,106.910004,107.360001,107.360001,1565
2018-01-08,107.410004,107.959999,107.410004,107.650002,107.650002,195
2018-01-09,107.949997,107.949997,107.580002,107.680000,107.680000,1564
2018-01-10,107.559998,108.199997,107.540001,107.790001,107.790001,2366
2018-01-11,107.959999,108.089996,107.449997,107.389999,107.389999,1600
2018-01-12,107.500000,107.730003,107.000000,107.220001,107.220001,2387
2018-01-15,107.279999,107.279999,106.910004,107.029999,107.029999,195
2018-01-16,107.010002,107.010002,106.709999,106.790001,106.790001,2389
2018-01-17,106.790001,107.209999,106.769997,106.839996,106.839996,1541
2018-01-18,106.480003,106.529999,106.239998,106.419998,106.419998,2264
2018-01-19,106.589996,106.739998,106.419998,106.760002,106.760002,382
2018-01-22,106.379997,106.589996,106.379997,106.570000,106.570000,1117
2018-01-23,107.000000,107.000000,106.290001,106.599998,106.599998,3072
2018-01-24,106.790001,107.199997,106.790001,106.860001,106.860001,2850
2018-01-25,107.160004,107.199997,106.089996,106.519997,106.519997,5829
2018-01-26,106.440002,106.449997,106.370003,106.599998,106.599998,841
2018-01-29,106.400002,106.470001,106.110001,106.139999,106.139999,987
2018-01-30,105.949997,106.040001,105.779999,105.800003,105.800003,38749
2018-01-31,105.650002,105.650002,105.459999,105.570000,105.570000,372
2018-02-01,105.500000,105.540001,105.320000,105.309998,105.309998,1836
2018-02-02,105.500000,105.500000,104.519997,104.550003,104.550003,7530
2018-02-05,104.870003,105.419998,104.820000,105.279999,105.279999,11250
2018-02-06,106.260002,106.260002,105.279999,105.330002,105.330002,12963
2018-02-07,105.000000,105.309998,104.870003,105.190002,105.190002,7159
2018-02-08,104.760002,105.220001,104.629997,105.230003,105.230003,13690
2018-02-09,104.860001,105.150002,104.779999,105.150002,105.150002,4430
2018-02-12,105.379997,105.680000,105.239998,105.580002,105.580002,13084
2018-02-13,105.570000,105.570000,104.870003,105.129997,105.129997,4086
2018-02-14,105.339996,106.620003,105.339996,106.269997,106.269997,11240
2018-02-15,106.279999,106.320000,105.809998,105.959999,105.959999,6699
2018-02-16,106.070000,106.540001,106.070000,106.559998,106.559998,13876
2018-02-19,106.519997,106.540001,106.199997,106.330002,106.330002,4366
2018-02-20,105.940002,106.269997,105.690002,105.669998,105.669998,5850
2018-02-21,105.540001,105.690002,105.529999,105.639999,105.639999,2076
2018-02-22,105.419998,105.500000,105.320000,105.550003,105.550003,2071
2018-02-23,105.779999,105.809998,105.680000,105.750000,105.750000,1589
2018-02-26,106.230003,106.260002,106.040001,105.900002,105.900002,1616
2018-02-27,105.709999,105.879997,105.320000,105.360001,105.360001,32288
2018-02-28,105.580002,105.760002,105.559998,105.699997,105.699997,6814
2018-03-01,105.349998,105.349998,104.860001,104.919998,104.919998,7063
2018-03-02,105.000000,105.230003,104.949997,104.910004,104.910004,7408
2018-03-05,105.599998,105.599998,104.919998,104.800003,104.800003,2731
2018-03-06,104.750000,105.470001,104.750000,105.440002,105.440002,7244
2018-03-07,105.029999,105.029999,104.529999,104.550003,104.550003,5088
2018-03-08,104.680000,104.879997,104.500000,104.870003,104.870003,2732
2018-03-09,104.889999,105.040001,104.709999,104.970001,104.970001,4601
2018-03-12,104.849998,104.849998,104.610001,104.750000,104.750000,1925
2018-03-13,104.620003,104.820000,104.500000,104.660004,104.660004,5341
2018-03-14,104.730003,104.959999,104.699997,104.760002,104.760002,8164
2018-03-15,104.709999,104.730003,104.459999,104.620003,104.620003,2975
2018-03-16,104.820000,104.879997,104.570000,104.599998,104.599998,17239
2018-03-19,104.489998,104.489998,104.300003,104.610001,104.610001,11497
2018-03-20,104.279999,104.610001,104.260002,104.589996,104.589996,5013
2018-03-21,104.889999,105.589996,104.830002,105.620003,105.620003,11002
2018-03-22,105.459999,105.779999,105.459999,105.489998,105.489998,54014
2018-03-23,106.250000,106.889999,106.250000,106.790001,106.790001,14098
2018-03-26,106.309998,106.589996,106.300003,106.550003,106.550003,3870
2018-03-27,106.349998,106.379997,106.089996,105.919998,105.919998,4762
2018-03-28,105.860001,105.870003,105.349998,105.379997,105.379997,10537
2018-03-29,105.160004,105.269997,104.919998,105.209999,105.209999,8215
2018-04-03,106.400002,106.480003,106.129997,106.129997,106.129997,9010
2018-04-04,106.639999,107.239998,106.269997,106.230003,106.230003,29477
2018-04-05,105.779999,106.019997,105.680000,105.959999,105.959999,31600
2018-04-06,105.820000,106.379997,105.769997,106.220001,106.220001,11820
2018-04-09,105.940002,105.940002,105.800003,105.860001,105.860001,2053
2018-04-10,105.940002,106.080002,105.900002,106.059998,106.059998,1436
2018-04-11,106.370003,107.720001,106.370003,107.680000,107.680000,16786
2018-04-12,106.860001,106.959999,106.160004,106.209999,106.209999,36024
2018-04-13,106.120003,106.790001,106.080002,106.790001,106.790001,4066
2018-04-16,106.480003,106.480003,106.290001,106.639999,106.639999,9861
2018-04-17,105.989998,106.480003,105.830002,106.500000,106.500000,215693
2018-04-18,106.430000,106.980003,106.419998,106.750000,106.750000,21543
2018-04-19,106.860001,106.989998,106.309998,106.419998,106.419998,43474
2018-04-20,106.410004,106.730003,106.410004,106.699997,106.699997,20029
2018-04-23,106.139999,106.250000,105.809998,105.970001,105.970001,29737
2018-04-24,106.209999,106.400002,106.199997,106.379997,106.379997,7487
2018-04-25,105.949997,106.230003,105.919998,106.029999,106.029999,21919
2018-04-26,106.279999,106.440002,106.089996,106.419998,106.419998,27653
2018-04-27,106.589996,107.000000,106.589996,106.800003,106.800003,4230
2018-04-30,106.199997,106.449997,106.190002,106.400002,106.400002,16001
2018-05-02,106.660004,106.800003,106.529999,106.720001,106.720001,7139
2018-05-03,106.699997,107.690002,106.699997,107.480003,107.480003,28722
2018-05-04,107.050003,107.489998,107.029999,107.449997,107.449997,16198
2018-05-07,107.669998,107.839996,107.639999,107.860001,107.860001,1107
2018-05-08,107.879997,108.040001,107.790001,107.849998,107.849998,2775
2018-05-09,108.050003,108.500000,107.730003,108.379997,108.379997,29802
2018-05-10,108.139999,108.650002,108.139999,108.400002,108.400002,31865
2018-05-11,108.489998,108.620003,108.239998,108.230003,108.230003,11493
2018-05-14,107.959999,107.959999,107.610001,107.790001,107.790001,6429
2018-05-15,107.470001,107.570000,106.709999,106.699997,106.699997,17928
2018-05-16,107.070000,107.070000,106.849998,106.940002,106.940002,10638
2018-05-17,106.650002,106.919998,106.610001,106.870003,106.870003,7069
2018-05-18,106.790001,107.339996,106.720001,107.360001,107.360001,7653
2018-05-21,107.000000,107.199997,106.910004,107.209999,107.209999,5429
2018-05-22,107.120003,107.379997,107.089996,107.220001,107.220001,2128
2018-05-23,107.269997,108.370003,107.269997,108.080002,108.080002,7128
2018-05-24,108.120003,108.879997,108.080002,108.860001,108.860001,6766
2018-05-25,109.000000,109.449997,108.830002,109.360001,109.360001,6861
2018-05-28,108.349998,109.349998,108.269997,109.250000,109.250000,3263
2018-05-29,109.239998,110.730003,109.239998,110.220001,110.220001,17557
2018-05-30,109.629997,109.629997,109.080002,109.459999,109.459999,9667
2018-05-31,109.050003,109.389999,108.930000,109.239998,109.239998,7485
2018-06-01,108.720001,108.809998,108.370003,108.690002,108.690002,9895
2018-06-04,108.089996,108.279999,107.980003,108.209999,108.209999,5006
2018-06-05,107.959999,108.489998,107.959999,108.510002,108.510002,6175
2018-06-06,108.160004,108.160004,107.570000,107.989998,107.989998,12530
2018-06-07,107.430000,107.540001,107.250000,107.360001,107.360001,4561
2018-06-08,107.550003,108.169998,107.550003,107.900002,107.900002,7842
2018-06-11,107.440002,107.820000,107.360001,107.769997,107.769997,5371
2018-06-12,107.610001,107.690002,107.320000,107.730003,107.730003,4637
2018-06-13,107.699997,107.820000,107.610001,107.800003,107.800003,3327
2018-06-14,107.860001,109.690002,107.779999,109.629997,109.629997,11741
2018-06-15,109.849998,109.849998,107.739998,107.720001,107.720001,28852
2018-06-18,108.099998,108.180000,107.650002,107.660004,107.660004,43578
2018-06-19,108.169998,108.379997,107.650002,107.669998,107.669998,8113
2018-06-20,107.529999,107.650002,107.459999,107.559998,107.559998,11779
2018-06-21,106.980003,107.180000,106.750000,106.830002,106.830002,3615
2018-06-22,106.459999,106.760002,106.339996,106.680000,106.680000,1920
2018-06-25,106.440002,106.440002,105.959999,105.919998,105.919998,898
2018-06-26,105.440002,105.639999,105.199997,105.629997,105.629997,1174
2018-06-27,105.550003,105.889999,105.550003,105.699997,105.699997,5669
2018-06-28,105.690002,105.790001,105.639999,105.519997,105.519997,2807
2018-06-29,105.080002,105.150002,104.940002,104.860001,104.860001,5177
2018-07-02,104.970001,105.110001,104.839996,104.919998,104.919998,39915
2018-07-03,104.699997,105.129997,104.260002,105.339996,105.339996,5374
2018-07-04,105.550003,105.580002,105.410004,105.519997,105.519997,11678
2018-07-05,104.940002,104.989998,104.690002,105.169998,105.169998,9243
2018-07-06,104.809998,104.809998,104.339996,104.320000,104.320000,13090
2018-07-09,104.760002,105.059998,104.699997,104.970001,104.970001,23835
2018-07-10,104.599998,104.680000,104.400002,104.599998,104.599998,8896
2018-07-11,104.400002,104.459999,104.019997,104.000000,104.000000,26068
2018-07-12,104.160004,104.389999,104.160004,104.410004,104.410004,10656
2018-07-13,104.489998,104.500000,103.980003,104.080002,104.080002,31878
2018-07-16,103.919998,103.930000,103.459999,103.470001,103.470001,79052
2018-07-17,103.570000,103.690002,102.650002,102.739998,102.739998,50902
2018-07-18,102.879997,103.010002,102.750000,102.930000,102.930000,6135
2018-07-19,102.510002,102.589996,102.300003,102.529999,102.529999,12522
2018-07-20,102.650002,102.870003,102.510002,102.580002,102.580002,11735
2018-07-23,102.550003,102.750000,102.300003,102.269997,102.269997,6795
2018-07-24,102.330002,102.599998,102.330002,102.480003,102.480003,6281
2018-07-25,102.580002,102.980003,102.559998,102.910004,102.910004,15708
2018-07-26,102.339996,102.849998,102.339996,102.870003,102.870003,15936
2018-07-27,102.699997,104.489998,102.480003,102.739998,102.739998,28001
